-250,-360,0,-170,-360,0
-250.0008882,-360,1.61488E-05,-170,-360,0
-250.0035525,-360,6.45911E-05,-170,-360,0
-250.0079923,-360,0.000145315,-170,-360,0
-250.0142065,-360,0.000258301,-170,-360,0
-250.0221936,-360,0.00040352,-170,-360,0
-250.0319516,-360,0.000580937,-170,-360,0
-250.043478,-360,0.000790509,-170,-360,0
-250.0567701,-360,0.001032183,-170,-360,0
-250.0718245,-360,0.0013059,-170,-360,0
-250.0886376,-360,0.001611592,-170,-360,0
-250.1072052,-360,0.001949185,-170,-360,0
-250.1275226,-360,0.002318593,-170,-360,0
-250.149585,-360,0.002719728,-170,-360,0
-250.1733869,-360,0.003152488,-170,-360,0
-250.1989223,-360,0.003616769,-170,-360,0
-250.226185,-360,0.004112455,-170,-360,0
-250.2551683,-360,0.004639423,-170,-360,0
-250.2858649,-360,0.005197544,-170,-360,0
-250.3182674,-360,0.005786681,-170,-360,0
-250.3523678,-360,0.006406687,-170,-360,0
-250.3881576,-360,0.00705741,-170,-360,0
-250.4256279,-360,0.007738689,-170,-360,0
-250.4647696,-360,0.008450357,-170,-360,0
-250.505573,-360,0.009192237,-170,-360,0
-250.548028,-360,0.009964146,-170,-360,0
-250.5921242,-360,0.010765894,-170,-360,0
-250.6378506,-360,0.011597284,-170,-360,0
-250.685196,-360,0.01245811,-170,-360,0
-250.7341488,-360,0.013348159,-170,-360,0
-250.7846967,-360,0.014267213,-170,-360,0
-250.8368274,-360.000514,0.015215043,-170,-360,0
-250.890528,-360.0020557,0.016191418,-170,-360,0
-250.9457852,-360.004624,0.017196095,-170,-360,0
-251.0025854,-360.0082172,0.018228826,-170,-360,0
-251.0609147,-360.0128327,0.019289357,-170,-360,0
-251.1207585,-360.0184675,0.020377427,-170,-360,0
-251.1821021,-360.0251176,0.021492766,-170,-360,0
-251.2449305,-360.0327786,0.0226351,-170,-360,0
-251.309228,-360.0414451,0.023804146,-170,-360,0
-251.3749789,-360.0511113,0.024999617,-170,-360,0
-251.4421669,-360.0617704,0.026221217,-170,-360,0
-251.5107755,-360.0734152,0.027468645,-170,-360,0
-251.5807876,-360.0860378,0.028741592,-170,-360,0
-251.652186,-360.0996294,0.030039746,-170,-360,0
-251.7249532,-360.1141807,0.031362786,-170,-360,0
-251.7990711,-360.1296818,0.032710384,-170,-360,0
-251.8745215,-360.1461221,0.03408221,-170,-360,0
-251.9512858,-360.1634902,0.035477924,-170,-360,0
-252.029345,-360.1817743,0.036897181,-170,-360,0
-252.1086798,-360.2009619,0.038339633,-170,-360,0
-252.1892707,-360.2210398,0.039804922,-170,-360,0
-252.2710978,-360.2419941,0.041292687,-170,-360,0
-252.3541409,-360.2638107,0.042802562,-170,-360,0
-252.4383795,-360.2864745,0.044334173,-170,-360,0
-252.5237929,-360.30997,0.045887143,-170,-360,0
-252.6103599,-360.3342811,0.047461089,-170,-360,0
-252.6980592,-360.3593911,0.049055622,-170,-360,0
-252.7868692,-360.3852828,0.050670348,-170,-360,0
-252.8767679,-360.4119384,0.05230487,-170,-360,0
-252.9677331,-360.4393398,0.053958784,-170,-360,0
-253.0597425,-360.4674681,0.055631682,-170,-360,0
-253.1527733,-360.4963041,0.057323152,-170,-360,0
-253.2468026,-360.5258279,0.059032775,-170,-360,0
-253.3418072,-360.5560194,0.06076013,-170,-360,0
-253.4377635,-360.5868579,0.062504792,-170,-360,0
-253.5346481,-360.6183221,0.064266328,-170,-360,0
-253.6324368,-360.6503906,0.066044306,-170,-360,0
-253.7311057,-360.6830414,0.067838285,-170,-360,0
-253.8306303,-360.7162522,0.069647824,-170,-360,0
-253.9309862,-360.75,0.071472476,-170,-360,0
-254.0321485,-360.7842619,0.073311791,-170,-360,0
-254.1340923,-360.8190143,0.075165315,-170,-360,0
-254.2367925,-360.8542334,0.07703259,-170,-360,0
-254.3402236,-360.889895,0.078913157,-170,-360,0
-254.4443602,-360.9259749,0.08080655,-170,-360,0
-254.5491766,-360.9624481,0.082712303,-170,-360,0
-254.654647,-360.9992897,0.084629945,-170,-360,0
-254.7607452,-361.0364745,0.086559004,-170,-360,0
-254.8674452,-361.073977,0.088499003,-170,-360,0
-254.9747205,-361.1117714,0.090449464,-170,-360,0
-255.0825448,-361.149832,0.092409905,-170,-360,0
-255.1908914,-361.1881325,0.094379844,-170,-360,0
-255.2997336,-361.2266467,0.096358792,-170,-360,0
-255.4090445,-361.2653483,0.098346264,-170,-360,0
-255.5187972,-361.3042107,0.100341767,-170,-360,0
-255.6289646,-361.3432073,0.10234481,-170,-360,0
-255.7395194,-361.3823114,0.104354899,-170,-360,0
-255.8504345,-361.4214961,0.106371537,-170,-360,0
-255.9616825,-361.4607346,0.108394227,-170,-360,0
-256.0732359,-361.5,0.11042247,-170,-360,0
-256.1850671,-361.5392654,0.112455766,-170,-360,0
-256.2971487,-361.5785039,0.114493612,-170,-360,0
-256.4094528,-361.6176886,0.116535506,-170,-360,0
-256.5219519,-361.6567927,0.118580944,-170,-360,0
-256.6346182,-361.6957893,0.120629422,-170,-360,0
-256.7474239,-361.7346517,0.122680434,-170,-360,0
-256.8603411,-361.7733533,0.124733474,-170,-360,0
-256.9733419,-361.8118675,0.126788035,-170,-360,0
-257.0863986,-361.850168,0.128843611,-170,-360,0
-257.1994832,-361.8882286,0.130899694,-170,-360,0
-257.3125677,-361.926023,0.132955777,-170,-360,0
-257.4256244,-361.9635255,0.135011353,-170,-360,0
-257.5386253,-362.0007103,0.137065914,-170,-360,0
-257.6515425,-362.0375519,0.139118954,-170,-360,0
-257.7643481,-362.0740251,0.141169966,-170,-360,0
-257.8770144,-362.110105,0.143218443,-170,-360,0
